Profiling_ID,Item_ID,Item_Category,Priority_Level,Warehouse_Code,Storage_Zone,Movement_Velocity,Last_Profiled_Date
PROF4018226,ITEM118226,Raw Material,Medium,WH_PUN_01,Zone C,Slow Moving,2023-03-15
PROF4018227,ITEM118227,Packaging,Medium,WH_DEL_01,Zone B,Slow Moving,2024-10-14
PROF4018228,ITEM118228,Raw Material,High,WH_DEL_01,Zone C,Slow Moving,2024-04-06
PROF4018229,ITEM118229,Raw Material,Medium,WH_PUN_01,Zone A,Slow Moving,2024-11-17
PROF4018230,ITEM118230,Raw Material,Medium,WH_DEL_01,Zone A,Slow Moving,2024-06-26
PROF4018231,ITEM118231,Raw Material,Medium,WH_BLR_01,Zone A,Slow Moving,2023-11-16
PROF4018232,ITEM118232,Raw Material,High,WH_DEL_01,Zone A,Slow Moving,2023-12-26
PROF4018233,ITEM118233,Packaging,High,WH_DEL_01,Zone C,Slow Moving,2024-02-28
PROF4018234,ITEM118234,Raw Material,High,WH_CHN_01,Zone A,Slow Moving,2023-05-29
PROF4018235,ITEM118235,Packaging,High,WH_CHN_01,Zone A,Slow Moving,2023-10-05
PROF4018236,ITEM118236,Finished Goods,High,WH_NAG_01,Zone C,Slow Moving,2024-09-06
PROF4018237,ITEM118237,Finished Goods,Low,WH_NAG_01,Zone B,Slow Moving,2024-01-07
PROF4018238,ITEM118238,Finished Goods,High,WH_NAG_01,Zone A,Slow Moving,2023-07-25
PROF4018239,ITEM118239,Spare Parts,High,WH_PUN_01,Zone C,Slow Moving,2023-04-05
PROF4018240,ITEM118240,Finished Goods,Low,WH_DEL_01,Zone C,Slow Moving,2023-08-27
PROF4018241,ITEM118241,Spare Parts,Medium,WH_PUN_01,Zone B,Slow Moving,2023-11-28
PROF4018242,ITEM118242,Raw Material,High,WH_MUM_01,Zone C,Slow Moving,2024-09-26
PROF4018243,ITEM118243,Packaging,Medium,WH_MUM_01,Zone B,Slow Moving,2023-04-05
PROF4018244,ITEM118244,Spare Parts,High,WH_NAG_01,Zone C,Slow Moving,2024-12-19
PROF4018245,ITEM118245,Packaging,Medium,WH_PUN_01,Zone A,Slow Moving,2024-01-12
PROF4018246,ITEM118246,Packaging,Medium,WH_MUM_01,Zone A,Slow Moving,2024-04-11
PROF4018247,ITEM118247,Raw Material,Medium,WH_BLR_01,Zone B,Slow Moving,2023-10-16
PROF4018248,ITEM118248,Packaging,High,WH_CHN_01,Zone A,Slow Moving,2024-09-23
PROF4018249,ITEM118249,Finished Goods,Low,WH_NAG_01,Zone C,Slow Moving,2024-05-07
PROF4018250,ITEM118250,Finished Goods,High,WH_BLR_01,Zone B,Slow Moving,2023-09-03
PROF4018251,ITEM118251,Raw Material,High,WH_PUN_01,Zone A,Slow Moving,2023-04-04
PROF4018252,ITEM118252,Finished Goods,Medium,WH_BLR_01,Zone B,Slow Moving,2024-03-30
PROF4018253,ITEM118253,Finished Goods,Medium,WH_CHN_01,Zone A,Slow Moving,2024-02-26
PROF4018254,ITEM118254,Packaging,High,WH_DEL_01,Zone A,Slow Moving,2023-08-04
PROF4018255,ITEM118255,Spare Parts,High,WH_NAG_01,Zone B,Slow Moving,2023-11-29
PROF4018256,ITEM118256,Finished Goods,Medium,WH_NAG_01,Zone C,Slow Moving,2024-11-27
PROF4018257,ITEM118257,Spare Parts,Medium,WH_PUN_01,Zone A,Slow Moving,2024-08-06
PROF4018258,ITEM118258,Raw Material,Low,WH_MUM_01,Overflow,Slow Moving,2024-07-02
PROF4018259,ITEM118259,Raw Material,Medium,WH_BLR_01,Zone C,Slow Moving,2024-11-07
PROF4018260,ITEM118260,Finished Goods,Medium,WH_BLR_01,Zone B,Slow Moving,2023-07-22
PROF4018261,ITEM118261,Consumables,Medium,WH_PUN_01,Zone C,Slow Moving,2023-10-20
PROF4018262,ITEM118262,Raw Material,High,WH_CHN_01,Zone C,Slow Moving,2024-10-13
PROF4018263,ITEM118263,Packaging,Medium,WH_BLR_01,Zone B,Slow Moving,2024-12-27
PROF4018264,ITEM118264,Consumables,Low,WH_PUN_01,Zone B,Slow Moving,2024-07-11
PROF4018265,ITEM118265,Finished Goods,High,WH_MUM_01,Zone B,Slow Moving,2024-07-25
PROF4018266,ITEM118266,Spare Parts,Medium,WH_DEL_01,Zone B,Slow Moving,2023-02-25
PROF4018267,ITEM118267,Consumables,Medium,WH_MUM_01,Zone C,Slow Moving,2023-11-16
PROF4018268,ITEM118268,Finished Goods,Medium,WH_NAG_01,Zone A,Slow Moving,2023-11-03
PROF4018269,ITEM118269,Packaging,Medium,WH_BLR_01,Zone A,Slow Moving,2023-11-20
PROF4018270,ITEM118270,Finished Goods,Medium,WH_NAG_01,Zone C,Slow Moving,2024-09-12
PROF4018271,ITEM118271,Finished Goods,Medium,WH_MUM_01,Zone C,Slow Moving,2023-04-14
PROF4018272,ITEM118272,Raw Material,Low,WH_CHN_01,Zone B,Slow Moving,2023-01-05
PROF4018273,ITEM118273,Raw Material,High,WH_PUN_01,Zone B,Slow Moving,2024-07-25
PROF4018274,ITEM118274,Spare Parts,High,WH_MUM_01,Zone B,Slow Moving,2023-11-20
PROF4018275,ITEM118275,Raw Material,Low,WH_PUN_01,Zone A,Slow Moving,2023-11-17
PROF4018276,ITEM118276,Finished Goods,Medium,WH_PUN_01,Zone B,Slow Moving,2023-11-29
PROF4018277,ITEM118277,Raw Material,Low,WH_NAG_01,Zone A,Slow Moving,2023-02-26
PROF4018278,ITEM118278,Finished Goods,Medium,WH_NAG_01,Zone C,Slow Moving,2024-07-10
PROF4018279,ITEM118279,Packaging,High,WH_PUN_01,Zone B,Slow Moving,2023-01-31
PROF4018280,ITEM118280,Raw Material,Low,WH_DEL_01,Zone A,Slow Moving,2023-01-26
PROF4018281,ITEM118281,Raw Material,Low,WH_BLR_01,Zone B,Slow Moving,2023-06-29
PROF4018282,ITEM118282,Spare Parts,Medium,WH_NAG_01,Zone B,Slow Moving,2024-01-08
PROF4018283,ITEM118283,Packaging,Low,WH_DEL_01,Zone A,Slow Moving,2023-02-05
PROF4018284,ITEM118284,Raw Material,Medium,WH_CHN_01,Overflow,Slow Moving,2023-05-18
PROF4018285,ITEM118285,Packaging,Medium,WH_BLR_01,Zone A,Slow Moving,2023-12-23
PROF4018286,ITEM118286,Finished Goods,Medium,WH_NAG_01,Overflow,Slow Moving,2024-12-27
PROF4018287,ITEM118287,Finished Goods,High,WH_MUM_01,Zone A,Slow Moving,2024-05-10
PROF4018288,ITEM118288,Consumables,Medium,WH_NAG_01,Zone B,Slow Moving,2024-02-17
PROF4018289,ITEM118289,Packaging,Low,WH_NAG_01,Zone A,Slow Moving,2023-12-27
PROF4018290,ITEM118290,Finished Goods,High,WH_CHN_01,Overflow,Slow Moving,2024-12-08
PROF4018291,ITEM118291,Spare Parts,High,WH_DEL_01,Zone A,Slow Moving,2023-11-16
PROF4018292,ITEM118292,Finished Goods,Low,WH_DEL_01,Zone A,Slow Moving,2024-12-05
PROF4018293,ITEM118293,Finished Goods,High,WH_BLR_01,Zone C,Slow Moving,2023-03-20
PROF4018294,ITEM118294,Packaging,Medium,WH_MUM_01,Zone B,Slow Moving,2024-05-29
PROF4018295,ITEM118295,Consumables,Medium,WH_NAG_01,Zone C,Slow Moving,2024-01-09
PROF4018296,ITEM118296,Raw Material,High,WH_PUN_01,Zone B,Slow Moving,2023-03-22
PROF4018297,ITEM118297,Raw Material,Low,WH_NAG_01,Zone C,Slow Moving,2024-12-11
PROF4018298,ITEM118298,Packaging,Medium,WH_PUN_01,Zone C,Slow Moving,2024-03-22
PROF4018299,ITEM118299,Finished Goods,High,WH_PUN_01,Zone B,Slow Moving,2023-12-29
PROF4018300,ITEM118300,Finished Goods,Medium,WH_DEL_01,Zone A,Slow Moving,2023-10-08
PROF4018301,ITEM118301,Finished Goods,Medium,WH_CHN_01,Zone C,Slow Moving,2023-12-29
PROF4018302,ITEM118302,Finished Goods,Medium,WH_CHN_01,Zone A,Slow Moving,2024-01-30
PROF4018303,ITEM118303,Finished Goods,Medium,WH_CHN_01,Zone B,Slow Moving,2023-06-16
PROF4018304,ITEM118304,Raw Material,Medium,WH_DEL_01,Zone B,Slow Moving,2023-12-11
PROF4018305,ITEM118305,Raw Material,High,WH_MUM_01,Zone B,Slow Moving,2023-01-06
PROF4018306,ITEM118306,Spare Parts,Low,WH_MUM_01,Zone C,Slow Moving,2024-12-12
PROF4018307,ITEM118307,Raw Material,Medium,WH_NAG_01,Zone B,Slow Moving,2024-02-04
PROF4018308,ITEM118308,Consumables,Medium,WH_DEL_01,Overflow,Slow Moving,2023-02-07
PROF4018309,ITEM118309,Packaging,High,WH_CHN_01,Zone C,Slow Moving,2023-11-02
PROF4018310,ITEM118310,Finished Goods,Medium,WH_BLR_01,Zone A,Slow Moving,2023-01-11
PROF4018311,ITEM118311,Spare Parts,High,WH_BLR_01,Zone A,Slow Moving,2023-03-05
PROF4018312,ITEM118312,Finished Goods,High,WH_CHN_01,Zone B,Slow Moving,2024-08-21
PROF4018313,ITEM118313,Raw Material,Medium,WH_DEL_01,Zone B,Slow Moving,2023-06-16
PROF4018314,ITEM118314,Raw Material,Medium,WH_PUN_01,Zone C,Slow Moving,2024-12-05
PROF4018315,ITEM118315,Packaging,Medium,WH_MUM_01,Zone C,Slow Moving,2023-11-16
PROF4018316,ITEM118316,Spare Parts,High,WH_DEL_01,Zone A,Slow Moving,2024-06-12
PROF4018317,ITEM118317,Raw Material,Medium,WH_CHN_01,Zone B,Slow Moving,2023-01-06
PROF4018318,ITEM118318,Raw Material,Low,WH_MUM_01,Overflow,Slow Moving,2024-04-26
PROF4018319,ITEM118319,Spare Parts,Medium,WH_MUM_01,Zone A,Slow Moving,2023-08-09
PROF4018320,ITEM118320,Finished Goods,Medium,WH_CHN_01,Overflow,Slow Moving,2024-12-18
PROF4018321,ITEM118321,Raw Material,High,WH_MUM_01,Zone B,Slow Moving,2023-04-18
PROF4018322,ITEM118322,Finished Goods,Low,WH_DEL_01,Zone C,Slow Moving,2024-07-25
PROF4018323,ITEM118323,Packaging,Medium,WH_CHN_01,Zone C,Slow Moving,2023-09-07
PROF4018324,ITEM118324,Spare Parts,Low,WH_CHN_01,Zone C,Slow Moving,2024-07-08
PROF4018325,ITEM118325,Raw Material,High,WH_BLR_01,Zone B,Slow Moving,2024-07-12
PROF4018326,ITEM118326,Consumables,High,WH_CHN_01,Zone A,Slow Moving,2023-11-07
PROF4018327,ITEM118327,Finished Goods,High,WH_BLR_01,Zone A,Slow Moving,2023-01-10
PROF4018328,ITEM118328,Raw Material,High,WH_DEL_01,Zone A,Slow Moving,2023-01-27
PROF4018329,ITEM118329,Finished Goods,Medium,WH_MUM_01,Zone B,Slow Moving,2023-12-03
PROF4018330,ITEM118330,Raw Material,High,WH_DEL_01,Zone A,Slow Moving,2023-05-30
PROF4018331,ITEM118331,Packaging,High,WH_PUN_01,Zone A,Slow Moving,2023-03-14
PROF4018332,ITEM118332,Finished Goods,Medium,WH_BLR_01,Zone A,Slow Moving,2023-08-23
PROF4018333,ITEM118333,Packaging,High,WH_DEL_01,Zone C,Slow Moving,2024-04-23
PROF4018334,ITEM118334,Finished Goods,Medium,WH_DEL_01,Zone A,Slow Moving,2024-10-23
PROF4018335,ITEM118335,Finished Goods,High,WH_BLR_01,Zone A,Slow Moving,2023-04-29
PROF4018336,ITEM118336,Spare Parts,Medium,WH_BLR_01,Zone A,Slow Moving,2023-12-02
PROF4018337,ITEM118337,Packaging,High,WH_DEL_01,Zone B,Slow Moving,2024-01-03
PROF4018338,ITEM118338,Raw Material,High,WH_BLR_01,Zone C,Slow Moving,2024-05-11
PROF4018339,ITEM118339,Raw Material,Medium,WH_DEL_01,Zone A,Slow Moving,2023-06-08
PROF4018340,ITEM118340,Packaging,Low,WH_MUM_01,Zone A,Slow Moving,2023-04-23
PROF4018341,ITEM118341,Finished Goods,High,WH_MUM_01,Zone B,Slow Moving,2024-05-17
PROF4018342,ITEM118342,Raw Material,Medium,WH_MUM_01,Zone B,Slow Moving,2023-08-04
PROF4018343,ITEM118343,Raw Material,Medium,WH_NAG_01,Overflow,Slow Moving,2023-02-25
PROF4018344,ITEM118344,Finished Goods,Medium,WH_DEL_01,Zone A,Slow Moving,2023-10-03
PROF4018345,ITEM118345,Finished Goods,Low,WH_PUN_01,Zone B,Slow Moving,2023-04-22
PROF4018346,ITEM118346,Raw Material,Medium,WH_CHN_01,Zone B,Slow Moving,2023-08-28
PROF4018347,ITEM118347,Raw Material,High,WH_BLR_01,Zone B,Slow Moving,2023-01-14
PROF4018348,ITEM118348,Consumables,Low,WH_CHN_01,Zone B,Slow Moving,2023-10-16
PROF4018349,ITEM118349,Finished Goods,Medium,WH_CHN_01,Zone C,Slow Moving,2024-07-12
PROF4018350,ITEM118350,Spare Parts,Medium,WH_PUN_01,Zone C,Slow Moving,2024-07-02
PROF4018351,ITEM118351,Finished Goods,High,WH_PUN_01,Zone C,Slow Moving,2023-03-18
PROF4018352,ITEM118352,Finished Goods,Low,WH_PUN_01,Zone B,Slow Moving,2023-02-11
PROF4018353,ITEM118353,Raw Material,Medium,WH_NAG_01,Overflow,Slow Moving,2024-04-05
PROF4018354,ITEM118354,Consumables,Medium,WH_PUN_01,Zone A,Slow Moving,2024-07-30
PROF4018355,ITEM118355,Finished Goods,Medium,WH_DEL_01,Zone B,Slow Moving,2024-08-12
PROF4018356,ITEM118356,Raw Material,Medium,WH_PUN_01,Zone B,Slow Moving,2024-12-10
PROF4018357,ITEM118357,Packaging,High,WH_NAG_01,Zone C,Slow Moving,2023-11-17
PROF4018358,ITEM118358,Finished Goods,High,WH_NAG_01,Zone B,Slow Moving,2024-12-12
PROF4018359,ITEM118359,Finished Goods,High,WH_NAG_01,Zone C,Slow Moving,2024-04-16
PROF4018360,ITEM118360,Raw Material,Low,WH_CHN_01,Zone A,Slow Moving,2023-12-21
PROF4018361,ITEM118361,Finished Goods,Medium,WH_MUM_01,Zone A,Slow Moving,2024-03-06
PROF4018362,ITEM118362,Finished Goods,High,WH_MUM_01,Zone C,Slow Moving,2023-01-18
PROF4018363,ITEM118363,Packaging,High,WH_PUN_01,Zone A,Slow Moving,2023-04-25
PROF4018364,ITEM118364,Packaging,Low,WH_DEL_01,Zone B,Slow Moving,2024-10-26
PROF4018365,ITEM118365,Finished Goods,Low,WH_NAG_01,Zone B,Slow Moving,2024-06-09
PROF4018366,ITEM118366,Finished Goods,High,WH_CHN_01,Zone C,Slow Moving,2023-12-22
PROF4018367,ITEM118367,Finished Goods,Low,WH_DEL_01,Zone A,Slow Moving,2023-01-09
PROF4018368,ITEM118368,Raw Material,Medium,WH_DEL_01,Zone C,Slow Moving,2024-11-08
PROF4018369,ITEM118369,Packaging,Medium,WH_NAG_01,Zone C,Slow Moving,2024-05-11
PROF4018370,ITEM118370,Finished Goods,High,WH_DEL_01,Zone B,Slow Moving,2023-04-27
PROF4018371,ITEM118371,Consumables,High,WH_DEL_01,Zone A,Slow Moving,2024-11-01
PROF4018372,ITEM118372,Raw Material,Low,WH_CHN_01,Zone C,Slow Moving,2023-10-18
PROF4018373,ITEM118373,Consumables,Low,WH_PUN_01,Zone B,Slow Moving,2023-05-28
PROF4018374,ITEM118374,Finished Goods,High,WH_NAG_01,Overflow,Slow Moving,2024-03-27
PROF4018375,ITEM118375,Finished Goods,Low,WH_DEL_01,Zone B,Slow Moving,2023-04-05
PROF4018376,ITEM118376,Packaging,Low,WH_DEL_01,Zone A,Slow Moving,2023-09-09
PROF4018377,ITEM118377,Finished Goods,High,WH_DEL_01,Zone A,Slow Moving,2023-05-25
PROF4018378,ITEM118378,Packaging,Medium,WH_NAG_01,Zone A,Slow Moving,2024-12-19
PROF4018379,ITEM118379,Consumables,Medium,WH_PUN_01,Zone B,Slow Moving,2023-07-14
PROF4018380,ITEM118380,Finished Goods,Medium,WH_NAG_01,Zone B,Slow Moving,2024-12-13
PROF4018381,ITEM118381,Finished Goods,Medium,WH_CHN_01,Overflow,Slow Moving,2024-02-20
PROF4018382,ITEM118382,Finished Goods,Low,WH_DEL_01,Zone B,Slow Moving,2023-12-24
PROF4018383,ITEM118383,Finished Goods,Low,WH_NAG_01,Zone B,Slow Moving,2023-04-26
PROF4018384,ITEM118384,Packaging,High,WH_DEL_01,Overflow,Slow Moving,2024-01-28
PROF4018385,ITEM118385,Spare Parts,Low,WH_DEL_01,Zone C,Slow Moving,2023-10-14
PROF4018386,ITEM118386,Raw Material,Low,WH_DEL_01,Zone C,Slow Moving,2023-03-09
PROF4018387,ITEM118387,Consumables,Medium,WH_PUN_01,Zone C,Slow Moving,2023-01-03
PROF4018388,ITEM118388,Packaging,High,WH_CHN_01,Zone B,Slow Moving,2023-05-14
PROF4018389,ITEM118389,Packaging,Medium,WH_CHN_01,Zone B,Slow Moving,2023-12-27
PROF4018390,ITEM118390,Finished Goods,Medium,WH_NAG_01,Zone B,Slow Moving,2024-09-02
PROF4018391,ITEM118391,Consumables,High,WH_NAG_01,Zone A,Slow Moving,2023-12-14
PROF4018392,ITEM118392,Raw Material,Medium,WH_CHN_01,Zone C,Slow Moving,2023-03-29
PROF4018393,ITEM118393,Packaging,Low,WH_BLR_01,Zone B,Slow Moving,2024-09-26
PROF4018394,ITEM118394,Packaging,Medium,WH_PUN_01,Zone B,Slow Moving,2024-07-14
PROF4018395,ITEM118395,Raw Material,Medium,WH_BLR_01,Zone B,Slow Moving,2023-11-23
PROF4018396,ITEM118396,Packaging,Low,WH_MUM_01,Zone B,Slow Moving,2023-05-03
PROF4018397,ITEM118397,Consumables,Low,WH_MUM_01,Zone C,Slow Moving,2023-08-05
PROF4018398,ITEM118398,Consumables,High,WH_DEL_01,Zone A,Slow Moving,2024-03-09
PROF4018399,ITEM118399,Consumables,Medium,WH_BLR_01,Zone A,Slow Moving,2024-07-26
PROF4018400,ITEM118400,Finished Goods,High,WH_MUM_01,Zone B,Slow Moving,2024-09-25
PROF4018401,ITEM118401,Raw Material,Medium,WH_MUM_01,Zone A,Slow Moving,2023-03-23
PROF4018402,ITEM118402,Raw Material,Medium,WH_MUM_01,Zone A,Slow Moving,2023-07-28
PROF4018403,ITEM118403,Raw Material,High,WH_PUN_01,Zone A,Slow Moving,2023-05-29
PROF4018404,ITEM118404,Consumables,Medium,WH_PUN_01,Zone A,Slow Moving,2023-07-18
PROF4018405,ITEM118405,Finished Goods,Medium,WH_CHN_01,Zone B,Slow Moving,2023-02-08
PROF4018406,ITEM118406,Finished Goods,Medium,WH_DEL_01,Zone A,Slow Moving,2024-11-19
PROF4018407,ITEM118407,Raw Material,Medium,WH_NAG_01,Zone A,Slow Moving,2023-10-20
PROF4018408,ITEM118408,Consumables,High,WH_CHN_01,Zone B,Slow Moving,2023-04-24
PROF4018409,ITEM118409,Raw Material,High,WH_PUN_01,Zone C,Slow Moving,2024-11-08
PROF4018410,ITEM118410,Finished Goods,Medium,WH_PUN_01,Overflow,Slow Moving,2023-02-23
PROF4018411,ITEM118411,Consumables,Medium,WH_CHN_01,Zone C,Slow Moving,2024-10-15
PROF4018412,ITEM118412,Raw Material,Medium,WH_BLR_01,Zone A,Slow Moving,2024-01-10
PROF4018413,ITEM118413,Spare Parts,Low,WH_CHN_01,Overflow,Slow Moving,2023-05-05
PROF4018414,ITEM118414,Finished Goods,High,WH_CHN_01,Zone C,Slow Moving,2024-02-25
PROF4018415,ITEM118415,Spare Parts,High,WH_MUM_01,Zone B,Slow Moving,2024-12-04
PROF4018416,ITEM118416,Packaging,Medium,WH_NAG_01,Zone B,Slow Moving,2024-01-18
PROF4018417,ITEM118417,Finished Goods,High,WH_PUN_01,Zone B,Slow Moving,2024-02-06
PROF4018418,ITEM118418,Raw Material,Medium,WH_PUN_01,Overflow,Slow Moving,2023-11-09
PROF4018419,ITEM118419,Raw Material,Medium,WH_DEL_01,Zone C,Slow Moving,2024-10-03
PROF4018420,ITEM118420,Spare Parts,High,WH_CHN_01,Zone B,Slow Moving,2024-05-04
PROF4018421,ITEM118421,Raw Material,Medium,WH_CHN_01,Zone A,Slow Moving,2024-06-01
PROF4018422,ITEM118422,Consumables,Low,WH_NAG_01,Zone A,Slow Moving,2024-07-24
PROF4018423,ITEM118423,Raw Material,Low,WH_CHN_01,Zone A,Slow Moving,2023-08-10
PROF4018424,ITEM118424,Finished Goods,Low,WH_NAG_01,Zone B,Slow Moving,2024-11-10
PROF4018425,ITEM118425,Finished Goods,Medium,WH_CHN_01,Zone C,Slow Moving,2024-08-12
PROF4018426,ITEM118426,Raw Material,Medium,WH_BLR_01,Overflow,Slow Moving,2024-11-27
PROF4018427,ITEM118427,Raw Material,Medium,WH_NAG_01,Zone C,Slow Moving,2023-09-25
PROF4018428,ITEM118428,Raw Material,High,WH_DEL_01,Zone B,Slow Moving,2024-05-21
PROF4018429,ITEM118429,Packaging,Medium,WH_MUM_01,Overflow,Slow Moving,2024-08-12
PROF4018430,ITEM118430,Packaging,Medium,WH_NAG_01,Zone C,Slow Moving,2023-06-04
PROF4018431,ITEM118431,Raw Material,Low,WH_NAG_01,Zone A,Slow Moving,2023-03-06
PROF4018432,ITEM118432,Finished Goods,Medium,WH_MUM_01,Zone A,Slow Moving,2024-09-02
PROF4018433,ITEM118433,Finished Goods,Medium,WH_DEL_01,Zone A,Slow Moving,2024-12-29
PROF4018434,ITEM118434,Spare Parts,High,WH_MUM_01,Zone C,Slow Moving,2024-02-13
PROF4018435,ITEM118435,Raw Material,Medium,WH_NAG_01,Zone A,Slow Moving,2024-09-08
PROF4018436,ITEM118436,Finished Goods,Low,WH_PUN_01,Zone C,Slow Moving,2024-03-04
PROF4018437,ITEM118437,Packaging,Medium,WH_DEL_01,Zone A,Slow Moving,2023-01-11
PROF4018438,ITEM118438,Packaging,Low,WH_PUN_01,Zone C,Slow Moving,2023-05-09
PROF4018439,ITEM118439,Raw Material,Low,WH_CHN_01,Zone B,Slow Moving,2023-07-27
PROF4018440,ITEM118440,Raw Material,Low,WH_MUM_01,Zone B,Slow Moving,2023-10-06
PROF4018441,ITEM118441,Finished Goods,Medium,WH_PUN_01,Zone A,Slow Moving,2023-07-02
PROF4018442,ITEM118442,Spare Parts,Medium,WH_CHN_01,Zone C,Slow Moving,2024-12-05
PROF4018443,ITEM118443,Finished Goods,Low,WH_PUN_01,Zone C,Slow Moving,2023-08-09
PROF4018444,ITEM118444,Spare Parts,Medium,WH_PUN_01,Zone A,Slow Moving,2023-01-23
PROF4018445,ITEM118445,Raw Material,High,WH_MUM_01,Zone C,Slow Moving,2024-06-16
PROF4018446,ITEM118446,Packaging,Medium,WH_PUN_01,Zone A,Slow Moving,2024-01-16
PROF4018447,ITEM118447,Raw Material,Medium,WH_MUM_01,Zone C,Slow Moving,2024-06-21
PROF4018448,ITEM118448,Packaging,High,WH_PUN_01,Zone B,Slow Moving,2024-07-15
PROF4018449,ITEM118449,Raw Material,High,WH_NAG_01,Zone B,Slow Moving,2024-12-19
PROF4018450,ITEM118450,Consumables,Medium,WH_BLR_01,Zone B,Slow Moving,2023-06-01
PROF4018451,ITEM118451,Finished Goods,High,WH_PUN_01,Zone B,Slow Moving,2024-06-29
PROF4018452,ITEM118452,Finished Goods,High,WH_PUN_01,Zone A,Slow Moving,2023-11-29
PROF4018453,ITEM118453,Spare Parts,Medium,WH_PUN_01,Zone A,Slow Moving,2024-02-02
PROF4018454,ITEM118454,Raw Material,Low,WH_NAG_01,Zone B,Slow Moving,2023-08-11
PROF4018455,ITEM118455,Spare Parts,Low,WH_BLR_01,Zone A,Slow Moving,2024-12-02
PROF4018456,ITEM118456,Packaging,Low,WH_DEL_01,Zone B,Slow Moving,2024-04-09
PROF4018457,ITEM118457,Raw Material,Medium,WH_BLR_01,Zone A,Slow Moving,2023-05-06
PROF4018458,ITEM118458,Raw Material,Medium,WH_CHN_01,Zone B,Slow Moving,2023-07-02
PROF4018459,ITEM118459,Packaging,Medium,WH_DEL_01,Zone A,Slow Moving,2023-06-07
PROF4018460,ITEM118460,Raw Material,High,WH_CHN_01,Overflow,Slow Moving,2024-04-05
PROF4018461,ITEM118461,Spare Parts,Medium,WH_BLR_01,Zone B,Slow Moving,2023-01-19
PROF4018462,ITEM118462,Packaging,High,WH_CHN_01,Zone B,Slow Moving,2023-03-30
PROF4018463,ITEM118463,Raw Material,Medium,WH_PUN_01,Zone B,Slow Moving,2024-06-11
PROF4018464,ITEM118464,Finished Goods,High,WH_BLR_01,Zone A,Slow Moving,2024-08-13
PROF4018465,ITEM118465,Raw Material,High,WH_DEL_01,Overflow,Slow Moving,2024-05-08
PROF4018466,ITEM118466,Finished Goods,Medium,WH_DEL_01,Zone C,Slow Moving,2024-06-25
PROF4018467,ITEM118467,Consumables,High,WH_BLR_01,Zone B,Slow Moving,2023-01-25
PROF4018468,ITEM118468,Raw Material,Low,WH_PUN_01,Zone A,Slow Moving,2024-07-26
PROF4018469,ITEM118469,Finished Goods,Low,WH_MUM_01,Zone B,Slow Moving,2024-02-07
PROF4018470,ITEM118470,Finished Goods,Low,WH_PUN_01,Zone A,Slow Moving,2024-04-09
PROF4018471,ITEM118471,Spare Parts,Low,WH_NAG_01,Zone C,Slow Moving,2023-09-18
PROF4018472,ITEM118472,Packaging,High,WH_BLR_01,Zone C,Slow Moving,2023-06-24
PROF4018473,ITEM118473,Raw Material,High,WH_BLR_01,Zone A,Slow Moving,2024-04-30
PROF4018474,ITEM118474,Finished Goods,Low,WH_CHN_01,Zone A,Slow Moving,2023-10-01
PROF4018475,ITEM118475,Finished Goods,Low,WH_DEL_01,Overflow,Slow Moving,2023-05-22
PROF4018476,ITEM118476,Raw Material,Low,WH_MUM_01,Zone B,Slow Moving,2023-06-03
PROF4018477,ITEM118477,Spare Parts,Medium,WH_CHN_01,Zone B,Slow Moving,2024-10-10
PROF4018478,ITEM118478,Finished Goods,Medium,WH_CHN_01,Zone A,Slow Moving,2023-10-31
PROF4018479,ITEM118479,Raw Material,High,WH_MUM_01,Overflow,Slow Moving,2024-10-02
PROF4018480,ITEM118480,Finished Goods,Medium,WH_DEL_01,Zone A,Slow Moving,2024-08-27
PROF4018481,ITEM118481,Packaging,High,WH_MUM_01,Zone B,Slow Moving,2023-03-01
PROF4018482,ITEM118482,Finished Goods,High,WH_DEL_01,Zone A,Slow Moving,2023-10-07
PROF4018483,ITEM118483,Raw Material,High,WH_CHN_01,Zone C,Slow Moving,2023-05-18
PROF4018484,ITEM118484,Raw Material,High,WH_CHN_01,Zone C,Slow Moving,2024-07-10
PROF4018485,ITEM118485,Spare Parts,Medium,WH_MUM_01,Overflow,Slow Moving,2023-12-26
PROF4018486,ITEM118486,Raw Material,Low,WH_DEL_01,Zone C,Slow Moving,2024-06-13
PROF4018487,ITEM118487,Finished Goods,High,WH_PUN_01,Zone C,Slow Moving,2024-03-01
PROF4018488,ITEM118488,Finished Goods,Medium,WH_CHN_01,Zone B,Slow Moving,2024-03-10
PROF4018489,ITEM118489,Packaging,Medium,WH_BLR_01,Zone C,Slow Moving,2024-10-18
PROF4018490,ITEM118490,Packaging,Medium,WH_MUM_01,Zone B,Slow Moving,2023-08-10
PROF4018491,ITEM118491,Spare Parts,Medium,WH_MUM_01,Zone B,Slow Moving,2023-05-29
PROF4018492,ITEM118492,Packaging,Medium,WH_PUN_01,Zone B,Slow Moving,2024-01-14
PROF4018493,ITEM118493,Finished Goods,High,WH_DEL_01,Zone B,Slow Moving,2023-09-28
PROF4018494,ITEM118494,Raw Material,Medium,WH_CHN_01,Zone C,Slow Moving,2023-07-05
PROF4018495,ITEM118495,Packaging,High,WH_NAG_01,Zone B,Slow Moving,2023-07-28
PROF4018496,ITEM118496,Consumables,High,WH_MUM_01,Zone C,Slow Moving,2024-02-27
