Discrepancy_ID,Movement_ID,Item_ID,Warehouse_Code,Discrepancy_Date,Expected_Quantity,Actual_Quantity,Variance_Quantity,Discrepancy_Type,Root_Cause,Resolution_Status
DISC6007906,MOV3078035,ITEM101173,WH_NAG_01,25-09-22,14,21,7,Shortage,Handling damage,Open
DISC6007907,MOV3078037,ITEM122699,WH_DEL_01,14-10-23,9,12,3,Count Error,Wrong bin placement,Resolved
DISC6007908,MOV3078050,ITEM134183,WH_PUN_01,19-08-21,17,10,-7,Damage,Documentation missing,Open
DISC6007909,MOV3078054,ITEM112827,WH_BLR_01,10-04-21,12,14,2,Damage,Manual counting error,Adjusted
DISC6007910,MOV3078060,ITEM103671,WH_CHN_01,30-08-21,23,16,-7,Excess,System posting delay,Resolved
DISC6007911,MOV3078064,ITEM108244,WH_MUM_01,24-06-23,10,0,-10,Excess,Vendor short supply,Under Investigation
DISC6007912,MOV3078067,ITEM110131,WH_MUM_01,27-04-23,17,8,-9,Wrong Item,Handling damage,Open
DISC6007913,MOV3078073,ITEM128313,WH_PUN_01,27-04-21,19,24,5,Count Error,Documentation missing,Resolved
DISC6007914,MOV3078084,ITEM119435,WH_DEL_01,21-12-23,16,12,-4,Wrong Item,Wrong bin placement,Resolved
DISC6007915,MOV3078106,ITEM103338,WH_MUM_01,08-02-23,15,7,-8,Excess,Manual counting error,Resolved
DISC6007916,MOV3078116,ITEM118013,WH_CHN_01,28-04-24,18,15,-3,Excess,Wrong bin placement,Adjusted
DISC6007917,MOV3078131,ITEM135409,WH_MUM_01,30-12-22,13,12,-1,Damage,Wrong bin placement,Open
DISC6007918,MOV3078138,ITEM106907,WH_NAG_01,22-09-23,30,33,3,Excess,Vendor short supply,Adjusted
DISC6007919,MOV3078142,ITEM137759,WH_NAG_01,07-12-24,12,15,3,Wrong Item,System posting delay,Under Investigation
DISC6007920,MOV3078147,ITEM132719,WH_CHN_01,09-11-24,13,16,3,Shortage,Handling damage,Adjusted
DISC6007921,MOV3078151,ITEM126227,WH_BLR_01,03-09-21,7,15,8,Count Error,Documentation missing,Open
DISC6007922,MOV3078152,ITEM110113,WH_BLR_01,11-12-22,12,4,-8,Wrong Item,Vendor short supply,Under Investigation
DISC6007923,MOV3078158,ITEM101553,WH_CHN_01,26-11-22,14,12,-2,Count Error,Handling damage,Resolved
DISC6007924,MOV3078167,ITEM113804,WH_NAG_01,23-09-24,9,2,-7,Count Error,Wrong bin placement,Resolved
DISC6007925,MOV3078174,ITEM125907,WH_NAG_01,14-04-23,27,35,8,Damage,Wrong bin placement,Open
DISC6007926,MOV3078176,ITEM111858,WH_DEL_01,30-01-22,4,7,3,Shortage,System posting delay,Open
DISC6007927,MOV3078186,ITEM130414,WH_BLR_01,23-01-22,33,39,6,Wrong Item,Manual counting error,Adjusted
DISC6007928,MOV3078188,ITEM117005,WH_DEL_01,24-08-23,15,14,-1,Count Error,Wrong bin placement,Resolved
DISC6007929,MOV3078206,ITEM127133,WH_MUM_01,21-10-21,30,28,-2,Shortage,Manual counting error,Resolved
DISC6007930,MOV3078211,ITEM125493,WH_BLR_01,14-11-22,23,14,-9,Shortage,System posting delay,Adjusted
DISC6007931,MOV3078221,ITEM101547,WH_NAG_01,10-01-22,24,23,-1,Count Error,System posting delay,Open
DISC6007932,MOV3078230,ITEM110816,WH_DEL_01,27-08-21,16,21,5,Wrong Item,Manual counting error,Resolved
DISC6007933,MOV3078260,ITEM128471,WH_BLR_01,24-04-24,24,14,-10,Wrong Item,System posting delay,Adjusted
DISC6007934,MOV3078262,ITEM119275,WH_BLR_01,01-01-22,18,21,3,Count Error,Documentation missing,Adjusted
DISC6007935,MOV3078264,ITEM130808,WH_PUN_01,10-02-23,31,32,1,Wrong Item,Wrong bin placement,Resolved
DISC6007936,MOV3078268,ITEM100768,WH_NAG_01,10-04-22,29,24,-5,Count Error,Handling damage,Resolved
DISC6007937,MOV3078279,ITEM102988,WH_DEL_01,14-01-21,38,34,-4,Wrong Item,Wrong bin placement,Open
DISC6007938,MOV3078287,ITEM101403,WH_CHN_01,31-10-22,5,7,2,Wrong Item,Vendor short supply,Adjusted
DISC6007939,MOV3078296,ITEM100220,WH_PUN_01,06-08-23,32,32,0,Excess,Wrong bin placement,Resolved
DISC6007940,MOV3078303,ITEM119894,WH_PUN_01,18-11-22,32,25,-7,Damage,Documentation missing,Adjusted
DISC6007941,MOV3078318,ITEM113296,WH_DEL_01,17-09-23,16,14,-2,Count Error,Vendor short supply,Resolved
DISC6007942,MOV3078324,ITEM106971,WH_PUN_01,08-01-22,2,2,0,Excess,Wrong bin placement,Under Investigation
DISC6007943,MOV3078338,ITEM103197,WH_BLR_01,15-08-23,15,15,0,Damage,Wrong bin placement,Under Investigation
DISC6007944,MOV3078349,ITEM130684,WH_CHN_01,04-11-24,9,2,-7,Count Error,Vendor short supply,Adjusted
DISC6007945,MOV3078364,ITEM123623,WH_CHN_01,10-02-22,6,1,-5,Excess,Wrong bin placement,Adjusted
DISC6007946,MOV3078383,ITEM100973,WH_CHN_01,25-10-24,29,24,-5,Excess,System posting delay,Resolved
DISC6007947,MOV3078395,ITEM133657,WH_DEL_01,03-05-23,30,20,-10,Damage,Wrong bin placement,Adjusted
DISC6007948,MOV3078399,ITEM111537,WH_PUN_01,04-09-23,16,11,-5,Damage,Handling damage,Resolved
DISC6007949,MOV3078423,ITEM101058,WH_CHN_01,06-08-22,12,17,5,Count Error,Documentation missing,Adjusted
DISC6007950,MOV3078427,ITEM129286,WH_PUN_01,01-08-23,3,0,-3,Count Error,Vendor short supply,Under Investigation
DISC6007951,MOV3078435,ITEM126112,WH_BLR_01,10-03-24,11,8,-3,Count Error,Manual counting error,Resolved
DISC6007952,MOV3078442,ITEM114574,WH_PUN_01,30-06-23,15,17,2,Count Error,Manual counting error,Resolved
DISC6007953,MOV3078444,ITEM132893,WH_BLR_01,04-12-23,28,24,-4,Shortage,Handling damage,Resolved
DISC6007954,MOV3078449,ITEM116924,WH_CHN_01,16-10-22,17,7,-10,Damage,Manual counting error,Open
DISC6007955,MOV3078451,ITEM120962,WH_PUN_01,02-06-24,19,27,8,Count Error,Documentation missing,Open
DISC6007956,MOV3078452,ITEM104671,WH_NAG_01,30-06-24,16,19,3,Shortage,Vendor short supply,Open
DISC6007957,MOV3078462,ITEM115102,WH_NAG_01,18-05-21,17,12,-5,Excess,Vendor short supply,Open
DISC6007958,MOV3078463,ITEM106904,WH_NAG_01,03-02-21,13,5,-8,Excess,Wrong bin placement,Adjusted
DISC6007959,MOV3078464,ITEM117885,WH_NAG_01,07-02-23,12,10,-2,Damage,Documentation missing,Adjusted
DISC6007960,MOV3078486,ITEM108841,WH_NAG_01,02-10-24,15,12,-3,Count Error,System posting delay,Under Investigation
DISC6007961,MOV3078500,ITEM104515,WH_BLR_01,26-04-24,30,33,3,Count Error,Wrong bin placement,Under Investigation
DISC6007962,MOV3078503,ITEM110768,WH_PUN_01,06-01-23,16,6,-10,Wrong Item,Wrong bin placement,Resolved
DISC6007963,MOV3078522,ITEM112264,WH_DEL_01,03-10-21,2,5,3,Shortage,System posting delay,Adjusted
DISC6007964,MOV3078526,ITEM133683,WH_DEL_01,22-06-22,19,22,3,Damage,Wrong bin placement,Under Investigation
DISC6007965,MOV3078528,ITEM102056,WH_NAG_01,19-06-22,7,0,-7,Wrong Item,Handling damage,Under Investigation
DISC6007966,MOV3078534,ITEM103655,WH_MUM_01,07-07-22,17,14,-3,Damage,Handling damage,Resolved
DISC6007967,MOV3078537,ITEM137639,WH_MUM_01,06-06-21,26,27,1,Excess,Handling damage,Open
DISC6007968,MOV3078543,ITEM129812,WH_BLR_01,08-08-23,8,12,4,Count Error,System posting delay,Resolved
DISC6007969,MOV3078554,ITEM120380,WH_MUM_01,25-01-24,39,37,-2,Damage,Wrong bin placement,Adjusted
DISC6007970,MOV3078557,ITEM125501,WH_PUN_01,06-11-23,23,23,0,Shortage,Manual counting error,Under Investigation
DISC6007971,MOV3078570,ITEM112517,WH_CHN_01,17-04-22,18,22,4,Damage,Wrong bin placement,Under Investigation
DISC6007972,MOV3078576,ITEM117705,WH_DEL_01,14-12-21,23,28,5,Shortage,Vendor short supply,Under Investigation
DISC6007973,MOV3078577,ITEM133268,WH_PUN_01,27-02-22,12,6,-6,Excess,Wrong bin placement,Resolved
DISC6007974,MOV3078582,ITEM111965,WH_NAG_01,14-10-23,14,7,-7,Damage,Vendor short supply,Adjusted
DISC6007975,MOV3078583,ITEM116374,WH_DEL_01,07-03-24,36,35,-1,Wrong Item,Manual counting error,Adjusted
DISC6007976,MOV3078587,ITEM123249,WH_PUN_01,04-02-22,19,17,-2,Damage,Manual counting error,Resolved
DISC6007977,MOV3078594,ITEM104057,WH_DEL_01,07-07-24,15,5,-10,Count Error,Manual counting error,Open
DISC6007978,MOV3078602,ITEM115436,WH_MUM_01,21-09-24,13,4,-9,Excess,Handling damage,Adjusted
DISC6007979,MOV3078626,ITEM121655,WH_PUN_01,03-04-23,34,39,5,Count Error,System posting delay,Resolved
DISC6007980,MOV3078627,ITEM119950,WH_NAG_01,03-11-22,14,14,0,Excess,Vendor short supply,Open
DISC6007981,MOV3078634,ITEM139592,WH_BLR_01,26-12-21,10,3,-7,Count Error,Documentation missing,Open
DISC6007982,MOV3078651,ITEM121419,WH_CHN_01,08-10-23,35,43,8,Wrong Item,Vendor short supply,Resolved
DISC6007983,MOV3078664,ITEM132843,WH_DEL_01,02-10-23,28,21,-7,Wrong Item,Manual counting error,Under Investigation
DISC6007984,MOV3078676,ITEM137016,WH_NAG_01,01-04-21,13,10,-3,Damage,Handling damage,Resolved
DISC6007985,MOV3078686,ITEM133369,WH_BLR_01,01-05-22,1,0,-1,Excess,Vendor short supply,Resolved
DISC6007986,MOV3078688,ITEM112219,WH_PUN_01,26-10-24,34,42,8,Excess,System posting delay,Under Investigation
DISC6007987,MOV3078697,ITEM112126,WH_CHN_01,24-12-22,39,31,-8,Count Error,Wrong bin placement,Adjusted
DISC6007988,MOV3078702,ITEM110555,WH_BLR_01,18-09-24,19,9,-10,Damage,Vendor short supply,Under Investigation
DISC6007989,MOV3078718,ITEM106463,WH_BLR_01,11-04-21,21,25,4,Count Error,Vendor short supply,Resolved
DISC6007990,MOV3078723,ITEM105557,WH_NAG_01,17-05-22,21,30,9,Wrong Item,Wrong bin placement,Under Investigation
DISC6007991,MOV3078730,ITEM130147,WH_BLR_01,11-08-21,22,15,-7,Count Error,System posting delay,Resolved
DISC6007992,MOV3078742,ITEM104046,WH_DEL_01,21-06-23,44,51,7,Shortage,Documentation missing,Open
DISC6007993,MOV3078759,ITEM100970,WH_DEL_01,14-10-24,19,18,-1,Wrong Item,Handling damage,Adjusted
DISC6007994,MOV3078774,ITEM121372,WH_MUM_01,03-08-22,7,10,3,Excess,Vendor short supply,Open
DISC6007995,MOV3078786,ITEM119639,WH_NAG_01,08-12-23,21,22,1,Excess,Documentation missing,Under Investigation
DISC6007996,MOV3078793,ITEM123267,WH_MUM_01,15-10-23,23,24,1,Wrong Item,Vendor short supply,Open
DISC6007997,MOV3078797,ITEM110990,WH_CHN_01,01-02-23,10,6,-4,Damage,Wrong bin placement,Resolved
DISC6007998,MOV3078803,ITEM127616,WH_CHN_01,30-05-22,29,30,1,Count Error,System posting delay,Resolved
DISC6007999,MOV3078807,ITEM108157,WH_BLR_01,16-04-21,6,13,7,Shortage,Vendor short supply,Under Investigation
DISC6008000,MOV3078824,ITEM112205,WH_NAG_01,03-11-22,1,6,5,Shortage,Handling damage,Resolved
DISC6008001,MOV3078840,ITEM110529,WH_NAG_01,07-03-23,52,43,-9,Wrong Item,Manual counting error,Adjusted
DISC6008002,MOV3078842,ITEM110840,WH_NAG_01,08-03-21,2,2,0,Count Error,Wrong bin placement,Resolved
DISC6008003,MOV3078844,ITEM138751,WH_CHN_01,29-03-23,28,23,-5,Excess,Handling damage,Open
DISC6008004,MOV3078856,ITEM126793,WH_NAG_01,08-11-23,16,12,-4,Shortage,Documentation missing,Resolved
DISC6008005,MOV3078858,ITEM115995,WH_PUN_01,01-11-24,16,24,8,Excess,Wrong bin placement,Resolved
DISC6008006,MOV3078863,ITEM130563,WH_PUN_01,16-07-21,19,17,-2,Count Error,Manual counting error,Under Investigation
DISC6008007,MOV3078865,ITEM104249,WH_MUM_01,05-05-23,21,14,-7,Shortage,Vendor short supply,Under Investigation
DISC6008008,MOV3078875,ITEM132025,WH_CHN_01,16-02-21,14,22,8,Count Error,Vendor short supply,Adjusted
DISC6008009,MOV3078888,ITEM115624,WH_MUM_01,29-07-22,29,27,-2,Excess,Handling damage,Resolved
DISC6008010,MOV3078913,ITEM130835,WH_BLR_01,15-04-22,16,22,6,Damage,Manual counting error,Resolved
DISC6008011,MOV3078917,ITEM101904,WH_NAG_01,06-08-22,11,17,6,Count Error,Manual counting error,Open
DISC6008012,MOV3078919,ITEM118835,WH_PUN_01,31-08-21,24,15,-9,Wrong Item,Handling damage,Open
DISC6008013,MOV3078927,ITEM114220,WH_CHN_01,21-02-22,21,18,-3,Damage,Vendor short supply,Adjusted
DISC6008014,MOV3078931,ITEM119118,WH_MUM_01,19-06-24,10,6,-4,Damage,System posting delay,Resolved
DISC6008015,MOV3078946,ITEM138691,WH_PUN_01,29-10-21,4,6,2,Shortage,Documentation missing,Adjusted
DISC6008016,MOV3078969,ITEM117644,WH_MUM_01,27-08-24,2,10,8,Excess,Documentation missing,Under Investigation
DISC6008017,MOV3078973,ITEM132087,WH_PUN_01,27-05-22,3,7,4,Damage,Wrong bin placement,Open
DISC6008018,MOV3078975,ITEM122019,WH_DEL_01,14-06-22,30,37,7,Shortage,Wrong bin placement,Open
DISC6008019,MOV3078998,ITEM122806,WH_DEL_01,16-12-22,6,0,-6,Count Error,Documentation missing,Under Investigation
DISC6008020,MOV3079007,ITEM102060,WH_PUN_01,05-01-23,19,10,-9,Damage,Vendor short supply,Open
DISC6008021,MOV3079017,ITEM138815,WH_MUM_01,23-06-24,13,6,-7,Excess,Handling damage,Under Investigation
DISC6008022,MOV3079018,ITEM117883,WH_CHN_01,15-04-21,9,16,7,Wrong Item,System posting delay,Resolved
DISC6008023,MOV3079021,ITEM125296,WH_DEL_01,05-08-24,7,0,-7,Wrong Item,Documentation missing,Open
DISC6008024,MOV3079036,ITEM105862,WH_PUN_01,18-05-24,21,16,-5,Count Error,Handling damage,Open
DISC6008025,MOV3079068,ITEM101940,WH_BLR_01,29-09-22,11,2,-9,Shortage,Handling damage,Resolved
DISC6008026,MOV3079076,ITEM130101,WH_PUN_01,28-04-23,26,34,8,Shortage,Handling damage,Resolved
DISC6008027,MOV3079097,ITEM116385,WH_BLR_01,04-03-23,26,33,7,Excess,System posting delay,Resolved
DISC6008028,MOV3079099,ITEM129884,WH_NAG_01,18-12-22,11,7,-4,Count Error,Handling damage,Adjusted
DISC6008029,MOV3079156,ITEM139698,WH_CHN_01,24-11-22,18,27,9,Shortage,Manual counting error,Under Investigation
DISC6008030,MOV3079172,ITEM112160,WH_CHN_01,29-11-24,25,25,0,Damage,Documentation missing,Resolved
DISC6008031,MOV3079187,ITEM104517,WH_NAG_01,01-09-22,14,11,-3,Wrong Item,Handling damage,Resolved
DISC6008032,MOV3079215,ITEM105311,WH_DEL_01,03-08-23,13,9,-4,Count Error,Handling damage,Resolved
DISC6008033,MOV3079216,ITEM120882,WH_CHN_01,04-03-21,23,30,7,Damage,Wrong bin placement,Adjusted
DISC6008034,MOV3079218,ITEM105220,WH_MUM_01,23-02-22,20,24,4,Count Error,Handling damage,Adjusted
DISC6008035,MOV3079255,ITEM119082,WH_CHN_01,09-05-22,10,10,0,Wrong Item,Wrong bin placement,Open
DISC6008036,MOV3079257,ITEM108567,WH_BLR_01,09-01-23,8,4,-4,Count Error,System posting delay,Resolved
DISC6008037,MOV3079270,ITEM110323,WH_MUM_01,21-05-24,5,0,-5,Excess,Wrong bin placement,Under Investigation
DISC6008038,MOV3079291,ITEM104134,WH_BLR_01,24-08-23,17,12,-5,Damage,Documentation missing,Resolved
DISC6008039,MOV3079293,ITEM108225,WH_CHN_01,29-05-21,18,19,1,Shortage,System posting delay,Resolved
DISC6008040,MOV3079300,ITEM115387,WH_MUM_01,07-07-24,5,10,5,Count Error,Wrong bin placement,Under Investigation
DISC6008041,MOV3079321,ITEM125904,WH_PUN_01,31-10-23,7,1,-6,Count Error,Handling damage,Resolved
DISC6008042,MOV3079329,ITEM121991,WH_NAG_01,11-10-23,16,10,-6,Shortage,System posting delay,Resolved
DISC6008043,MOV3079337,ITEM112342,WH_CHN_01,22-03-23,14,14,0,Wrong Item,Handling damage,Open
DISC6008044,MOV3079341,ITEM133242,WH_PUN_01,17-07-21,12,10,-2,Wrong Item,Manual counting error,Resolved
DISC6008045,MOV3079344,ITEM102857,WH_CHN_01,19-12-21,37,29,-8,Excess,Vendor short supply,Under Investigation
DISC6008046,MOV3079348,ITEM101987,WH_CHN_01,25-06-21,30,23,-7,Excess,Documentation missing,Under Investigation
DISC6008047,MOV3079357,ITEM124048,WH_MUM_01,21-06-24,7,9,2,Damage,Handling damage,Under Investigation
DISC6008048,MOV3079366,ITEM134145,WH_BLR_01,10-01-23,27,19,-8,Damage,Vendor short supply,Open
DISC6008049,MOV3079367,ITEM117006,WH_CHN_01,24-03-22,19,28,9,Count Error,System posting delay,Under Investigation
DISC6008050,MOV3079368,ITEM135091,WH_PUN_01,21-04-23,27,19,-8,Wrong Item,System posting delay,Resolved
DISC6008051,MOV3079386,ITEM136451,WH_DEL_01,16-10-23,19,17,-2,Wrong Item,Manual counting error,Resolved
DISC6008052,MOV3079390,ITEM127026,WH_CHN_01,23-07-22,8,12,4,Excess,Wrong bin placement,Adjusted
DISC6008053,MOV3079413,ITEM129766,WH_MUM_01,18-01-22,12,12,0,Damage,System posting delay,Resolved
DISC6008054,MOV3079420,ITEM122307,WH_BLR_01,01-01-23,41,46,5,Damage,Vendor short supply,Adjusted
DISC6008055,MOV3079439,ITEM127817,WH_NAG_01,29-04-21,27,17,-10,Excess,System posting delay,Open
DISC6008056,MOV3079446,ITEM134246,WH_PUN_01,16-11-22,16,19,3,Shortage,Documentation missing,Open
DISC6008057,MOV3079460,ITEM119371,WH_DEL_01,09-11-23,15,8,-7,Wrong Item,System posting delay,Adjusted
DISC6008058,MOV3079462,ITEM107956,WH_NAG_01,21-04-23,10,12,2,Excess,System posting delay,Resolved
DISC6008059,MOV3079464,ITEM133733,WH_NAG_01,02-08-21,2,7,5,Excess,Handling damage,Resolved
DISC6008060,MOV3079465,ITEM105263,WH_PUN_01,19-08-24,20,27,7,Shortage,Manual counting error,Under Investigation
DISC6008061,MOV3079470,ITEM121013,WH_NAG_01,06-02-21,34,41,7,Count Error,Wrong bin placement,Under Investigation
DISC6008062,MOV3079480,ITEM120567,WH_CHN_01,27-08-24,6,12,6,Damage,Vendor short supply,Under Investigation
DISC6008063,MOV3079483,ITEM128963,WH_CHN_01,27-10-22,14,4,-10,Count Error,Manual counting error,Adjusted
DISC6008064,MOV3079485,ITEM103477,WH_DEL_01,06-02-22,31,37,6,Wrong Item,System posting delay,Resolved
DISC6008065,MOV3079486,ITEM130419,WH_NAG_01,24-12-23,16,12,-4,Excess,Handling damage,Open
DISC6008066,MOV3079491,ITEM115636,WH_DEL_01,15-02-24,13,12,-1,Wrong Item,Vendor short supply,Open
DISC6008067,MOV3079496,ITEM100202,WH_CHN_01,04-09-21,1,0,-1,Count Error,System posting delay,Adjusted
DISC6008068,MOV3079500,ITEM103319,WH_DEL_01,17-08-24,13,20,7,Damage,Handling damage,Adjusted
DISC6008069,MOV3079509,ITEM119371,WH_DEL_01,09-06-22,8,1,-7,Count Error,Wrong bin placement,Adjusted
DISC6008070,MOV3079512,ITEM120494,WH_DEL_01,11-01-21,9,17,8,Excess,Vendor short supply,Under Investigation
DISC6008071,MOV3079515,ITEM113012,WH_BLR_01,07-03-22,8,14,6,Count Error,Documentation missing,Under Investigation
DISC6008072,MOV3079519,ITEM124048,WH_MUM_01,17-07-22,14,10,-4,Count Error,Manual counting error,Open
DISC6008073,MOV3079523,ITEM122264,WH_DEL_01,28-03-24,14,18,4,Wrong Item,Manual counting error,Resolved
DISC6008074,MOV3079529,ITEM117365,WH_DEL_01,21-11-23,17,11,-6,Damage,Manual counting error,Open
DISC6008075,MOV3079532,ITEM110222,WH_NAG_01,05-04-22,14,6,-8,Damage,Handling damage,Open
DISC6008076,MOV3079537,ITEM118159,WH_MUM_01,08-02-23,18,19,1,Damage,Vendor short supply,Adjusted
DISC6008077,MOV3079557,ITEM137166,WH_CHN_01,05-06-22,16,12,-4,Count Error,Vendor short supply,Open
DISC6008078,MOV3079565,ITEM132098,WH_DEL_01,30-01-23,30,26,-4,Wrong Item,Wrong bin placement,Adjusted
DISC6008079,MOV3079570,ITEM128360,WH_CHN_01,15-11-21,18,15,-3,Count Error,Documentation missing,Adjusted
DISC6008080,MOV3079578,ITEM127247,WH_MUM_01,17-02-22,30,39,9,Damage,Documentation missing,Adjusted
DISC6008081,MOV3079589,ITEM101085,WH_DEL_01,04-05-24,21,19,-2,Excess,System posting delay,Adjusted
DISC6008082,MOV3079592,ITEM119403,WH_NAG_01,20-01-23,11,17,6,Damage,Handling damage,Open
DISC6008083,MOV3079598,ITEM102840,WH_BLR_01,24-06-24,21,15,-6,Damage,Wrong bin placement,Under Investigation
DISC6008084,MOV3079607,ITEM112907,WH_NAG_01,20-11-24,21,21,0,Damage,Vendor short supply,Open
DISC6008085,MOV3079611,ITEM133604,WH_CHN_01,18-03-24,39,35,-4,Damage,Manual counting error,Adjusted
DISC6008086,MOV3079620,ITEM125101,WH_MUM_01,24-08-24,19,20,1,Damage,Manual counting error,Under Investigation
DISC6008087,MOV3079641,ITEM123783,WH_BLR_01,31-07-21,30,38,8,Wrong Item,Handling damage,Under Investigation
DISC6008088,MOV3079652,ITEM119996,WH_DEL_01,20-03-24,22,30,8,Wrong Item,System posting delay,Resolved
DISC6008089,MOV3079665,ITEM137987,WH_PUN_01,25-05-22,14,12,-2,Wrong Item,Vendor short supply,Resolved
DISC6008090,MOV3079667,ITEM114137,WH_DEL_01,10-05-23,8,7,-1,Wrong Item,Handling damage,Resolved
DISC6008091,MOV3079670,ITEM106804,WH_CHN_01,18-03-24,24,19,-5,Excess,Vendor short supply,Resolved
DISC6008092,MOV3079673,ITEM137517,WH_CHN_01,08-09-21,43,43,0,Shortage,System posting delay,Adjusted
DISC6008093,MOV3079682,ITEM101811,WH_NAG_01,21-06-23,32,29,-3,Wrong Item,System posting delay,Adjusted
DISC6008094,MOV3079688,ITEM110590,WH_PUN_01,23-01-24,18,15,-3,Wrong Item,Wrong bin placement,Open
DISC6008095,MOV3079710,ITEM128492,WH_MUM_01,12-11-22,24,22,-2,Excess,System posting delay,Open
DISC6008096,MOV3079713,ITEM121156,WH_DEL_01,17-08-23,15,9,-6,Shortage,Manual counting error,Resolved
DISC6008097,MOV3079726,ITEM123566,WH_DEL_01,25-06-22,13,3,-10,Count Error,Manual counting error,Adjusted
DISC6008098,MOV3079738,ITEM139571,WH_MUM_01,24-05-21,35,32,-3,Damage,System posting delay,Adjusted
DISC6008099,MOV3079741,ITEM120228,WH_DEL_01,25-10-21,29,31,2,Wrong Item,System posting delay,Open
DISC6008100,MOV3079749,ITEM136494,WH_PUN_01,12-12-21,13,6,-7,Count Error,Vendor short supply,Open
DISC6008101,MOV3079776,ITEM138075,WH_DEL_01,05-12-24,11,6,-5,Damage,Documentation missing,Resolved
DISC6008102,MOV3079795,ITEM124149,WH_PUN_01,12-06-21,17,13,-4,Wrong Item,Manual counting error,Under Investigation
DISC6008103,MOV3079804,ITEM124900,WH_CHN_01,02-09-23,27,34,7,Shortage,Wrong bin placement,Under Investigation
DISC6008104,MOV3079831,ITEM109883,WH_NAG_01,01-05-22,36,29,-7,Count Error,Documentation missing,Open
DISC6008105,MOV3079832,ITEM133338,WH_BLR_01,13-01-22,24,31,7,Damage,Wrong bin placement,Adjusted
DISC6008106,MOV3079836,ITEM106510,WH_PUN_01,21-10-21,16,23,7,Wrong Item,Vendor short supply,Adjusted
DISC6008107,MOV3079845,ITEM102607,WH_BLR_01,15-02-24,1,0,-1,Shortage,System posting delay,Open
DISC6008108,MOV3079846,ITEM132626,WH_NAG_01,12-03-24,12,21,9,Wrong Item,Wrong bin placement,Open
DISC6008109,MOV3079866,ITEM127209,WH_NAG_01,23-12-23,32,41,9,Count Error,Wrong bin placement,Adjusted
DISC6008110,MOV3079869,ITEM110392,WH_CHN_01,24-08-24,15,16,1,Damage,Manual counting error,Resolved
DISC6008111,MOV3079876,ITEM100864,WH_DEL_01,13-12-23,16,21,5,Shortage,Documentation missing,Resolved
DISC6008112,MOV3079884,ITEM104146,WH_DEL_01,15-06-23,19,18,-1,Damage,Documentation missing,Under Investigation
DISC6008113,MOV3079901,ITEM136720,WH_PUN_01,05-05-21,39,37,-2,Wrong Item,Documentation missing,Under Investigation
DISC6008114,MOV3079905,ITEM100851,WH_CHN_01,14-01-23,12,20,8,Damage,Vendor short supply,Under Investigation
DISC6008115,MOV3079922,ITEM117960,WH_BLR_01,28-11-24,5,14,9,Damage,Vendor short supply,Resolved
DISC6008116,MOV3079929,ITEM122111,WH_CHN_01,17-08-23,20,16,-4,Wrong Item,Documentation missing,Under Investigation
DISC6008117,MOV3079933,ITEM122202,WH_BLR_01,14-04-23,27,35,8,Wrong Item,System posting delay,Under Investigation
DISC6008118,MOV3079951,ITEM102488,WH_NAG_01,21-02-21,22,16,-6,Shortage,Vendor short supply,Resolved
DISC6008119,MOV3079955,ITEM134515,WH_MUM_01,23-01-21,7,3,-4,Shortage,Vendor short supply,Open
DISC6008120,MOV3079957,ITEM109699,WH_MUM_01,26-02-22,34,27,-7,Wrong Item,Documentation missing,Adjusted
DISC6008121,MOV3079963,ITEM101731,WH_BLR_01,28-02-22,19,9,-10,Shortage,Vendor short supply,Under Investigation
DISC6008122,MOV3079976,ITEM115483,WH_NAG_01,18-10-21,21,13,-8,Shortage,Vendor short supply,Open
DISC6008123,MOV3079989,ITEM130338,WH_NAG_01,14-02-24,17,18,1,Count Error,System posting delay,Adjusted
DISC6008124,MOV3079993,ITEM123246,WH_BLR_01,04-05-21,38,45,7,Excess,Wrong bin placement,Resolved
DISC6008125,MOV3079995,ITEM121862,WH_DEL_01,06-02-21,12,15,3,Damage,Vendor short supply,Under Investigation
DISC6008126,MOV3080013,ITEM111296,WH_MUM_01,21-09-23,14,18,4,Excess,Handling damage,Resolved
DISC6008127,MOV3080022,ITEM107692,WH_NAG_01,15-09-21,14,5,-9,Damage,Vendor short supply,Resolved
DISC6008128,MOV3080024,ITEM132332,WH_CHN_01,13-02-21,16,16,0,Count Error,Wrong bin placement,Open
DISC6008129,MOV3080051,ITEM111480,WH_MUM_01,13-05-23,5,6,1,Excess,Manual counting error,Resolved
DISC6008130,MOV3080052,ITEM111311,WH_CHN_01,22-04-23,34,35,1,Shortage,Wrong bin placement,Resolved
DISC6008131,MOV3080059,ITEM103481,WH_BLR_01,07-01-24,33,38,5,Count Error,System posting delay,Adjusted
DISC6008132,MOV3080063,ITEM106265,WH_CHN_01,22-01-23,13,5,-8,Wrong Item,Wrong bin placement,Resolved
DISC6008133,MOV3080071,ITEM118291,WH_DEL_01,08-04-22,37,41,4,Count Error,Handling damage,Resolved
DISC6008134,MOV3080081,ITEM118511,WH_PUN_01,29-04-21,28,23,-5,Excess,Documentation missing,Under Investigation
DISC6008135,MOV3080084,ITEM136153,WH_DEL_01,07-09-24,27,22,-5,Wrong Item,Documentation missing,Adjusted
DISC6008136,MOV3080086,ITEM127658,WH_MUM_01,21-11-21,24,21,-3,Excess,Vendor short supply,Resolved
