Item_ID,Item_Description,Item_Category,Priority_Level,UOM,Warehouse_Code,Warehouse_City,Active_Flag
ITEM118705,Inventory Item 18706,Raw Material,Medium,Pallet,WH_PUN_01,Pune,No
ITEM118706,Inventory Item 18707,Raw Material,Low,Box,WH_PUN_01,Pune,Yes
ITEM118707,Inventory Item 18708,Spare Parts,Medium,Pallet,WH_CHN_01,Chennai,Yes
ITEM118708,Inventory Item 18709,Raw Material,High,Box,WH_DEL_01,Delhi,Yes
ITEM118709,Inventory Item 18710,Packaging,Low,Kg,WH_NAG_01,Nagpur,Yes
ITEM118710,Inventory Item 18711,Finished Goods,High,Kg,WH_CHN_01,Chennai,Yes
ITEM118711,Inventory Item 18712,Spare Parts,Low,Kg,WH_DEL_01,Delhi,Yes
ITEM118712,Inventory Item 18713,Finished Goods,High,Kg,WH_NAG_01,Nagpur,Yes
ITEM118713,Inventory Item 18714,Packaging,Low,Pallet,WH_BLR_01,Bangalore,Yes
ITEM118714,Inventory Item 18715,Finished Goods,Medium,Pallet,WH_PUN_01,Pune,Yes
ITEM118715,Inventory Item 18716,Finished Goods,Low,Nos,WH_MUM_01,Mumbai,Yes
ITEM118716,Inventory Item 18717,Finished Goods,Low,Nos,WH_BLR_01,Bangalore,Yes
ITEM118717,Inventory Item 18718,Packaging,Low,Pallet,WH_NAG_01,Nagpur,Yes
ITEM118718,Inventory Item 18719,Raw Material,High,Nos,WH_NAG_01,Nagpur,Yes
ITEM118719,Inventory Item 18720,Spare Parts,High,Box,WH_MUM_01,Mumbai,Yes
ITEM118720,Inventory Item 18721,Finished Goods,High,Kg,WH_BLR_01,Bangalore,Yes
ITEM118721,Inventory Item 18722,Raw Material,Medium,Nos,WH_PUN_01,Pune,Yes
ITEM118722,Inventory Item 18723,Raw Material,Medium,Box,WH_NAG_01,Nagpur,Yes
ITEM118723,Inventory Item 18724,Raw Material,High,Box,WH_NAG_01,Nagpur,Yes
ITEM118724,Inventory Item 18725,Spare Parts,High,Pallet,WH_DEL_01,Delhi,Yes
ITEM118725,Inventory Item 18726,Raw Material,Low,Box,WH_CHN_01,Chennai,No
ITEM118726,Inventory Item 18727,Raw Material,Low,Nos,WH_MUM_01,Mumbai,Yes
ITEM118727,Inventory Item 18728,Finished Goods,Medium,Box,WH_PUN_01,Pune,Yes
ITEM118728,Inventory Item 18729,Raw Material,Medium,Nos,WH_NAG_01,Nagpur,Yes
ITEM118729,Inventory Item 18730,Spare Parts,Medium,Pallet,WH_BLR_01,Bangalore,Yes
ITEM118730,Inventory Item 18731,Packaging,Medium,Nos,WH_MUM_01,Mumbai,No
ITEM118731,Inventory Item 18732,Raw Material,High,Box,WH_MUM_01,Mumbai,No
ITEM118732,Inventory Item 18733,Consumables,Low,Nos,WH_NAG_01,Nagpur,Yes
ITEM118733,Inventory Item 18734,Consumables,Low,Kg,WH_NAG_01,Nagpur,Yes
ITEM118734,Inventory Item 18735,Finished Goods,Low,Pallet,WH_MUM_01,Mumbai,Yes
ITEM118735,Inventory Item 18736,Packaging,High,Nos,WH_MUM_01,Mumbai,Yes
ITEM118736,Inventory Item 18737,Spare Parts,High,Nos,WH_BLR_01,Bangalore,Yes
ITEM118737,Inventory Item 18738,Consumables,Medium,Box,WH_BLR_01,Bangalore,Yes
ITEM118738,Inventory Item 18739,Raw Material,High,Kg,WH_MUM_01,Mumbai,Yes
ITEM118739,Inventory Item 18740,Packaging,Medium,Nos,WH_DEL_01,Delhi,Yes
ITEM118740,Inventory Item 18741,Raw Material,Low,Pallet,WH_MUM_01,Mumbai,Yes
ITEM118741,Inventory Item 18742,Raw Material,Low,Box,WH_CHN_01,Chennai,Yes
ITEM118742,Inventory Item 18743,Spare Parts,Low,Box,WH_BLR_01,Bangalore,Yes
ITEM118743,Inventory Item 18744,Spare Parts,Low,Nos,WH_CHN_01,Chennai,Yes
ITEM118744,Inventory Item 18745,Consumables,Medium,Pallet,WH_PUN_01,Pune,Yes
ITEM118745,Inventory Item 18746,Finished Goods,High,Kg,WH_BLR_01,Bangalore,Yes
ITEM118746,Inventory Item 18747,Finished Goods,Low,Box,WH_MUM_01,Mumbai,Yes
ITEM118747,Inventory Item 18748,Finished Goods,Low,Nos,WH_CHN_01,Chennai,Yes
ITEM118748,Inventory Item 18749,Raw Material,Low,Nos,WH_NAG_01,Nagpur,Yes
ITEM118749,Inventory Item 18750,Raw Material,Medium,Kg,WH_PUN_01,Pune,No
ITEM118750,Inventory Item 18751,Raw Material,Low,Kg,WH_CHN_01,Chennai,Yes
ITEM118751,Inventory Item 18752,Raw Material,Medium,Kg,WH_DEL_01,Delhi,Yes
ITEM118752,Inventory Item 18753,Raw Material,Low,Nos,WH_NAG_01,Nagpur,Yes
ITEM118753,Inventory Item 18754,Raw Material,Low,Kg,WH_BLR_01,Bangalore,Yes
ITEM118754,Inventory Item 18755,Finished Goods,Low,Nos,WH_NAG_01,Nagpur,Yes
ITEM118755,Inventory Item 18756,Finished Goods,Low,Kg,WH_CHN_01,Chennai,Yes
ITEM118756,Inventory Item 18757,Consumables,Low,Pallet,WH_BLR_01,Bangalore,Yes
ITEM118757,Inventory Item 18758,Packaging,Medium,Pallet,WH_CHN_01,Chennai,Yes
ITEM118758,Inventory Item 18759,Finished Goods,Low,Box,WH_DEL_01,Delhi,No
ITEM118759,Inventory Item 18760,Finished Goods,High,Box,WH_NAG_01,Nagpur,No
ITEM118760,Inventory Item 18761,Raw Material,High,Nos,WH_BLR_01,Bangalore,Yes
ITEM118761,Inventory Item 18762,Raw Material,High,Nos,WH_MUM_01,Mumbai,Yes
ITEM118762,Inventory Item 18763,Raw Material,High,Pallet,WH_PUN_01,Pune,Yes
ITEM118763,Inventory Item 18764,Finished Goods,Low,Box,WH_NAG_01,Nagpur,No
ITEM118764,Inventory Item 18765,Packaging,Medium,Pallet,WH_DEL_01,Delhi,Yes
ITEM118765,Inventory Item 18766,Raw Material,High,Box,WH_CHN_01,Chennai,Yes
ITEM118766,Inventory Item 18767,Raw Material,High,Box,WH_CHN_01,Chennai,Yes
ITEM118767,Inventory Item 18768,Finished Goods,Low,Kg,WH_BLR_01,Bangalore,Yes
ITEM118768,Inventory Item 18769,Raw Material,High,Box,WH_NAG_01,Nagpur,Yes
ITEM118769,Inventory Item 18770,Raw Material,High,Kg,WH_CHN_01,Chennai,No
ITEM118770,Inventory Item 18771,Finished Goods,High,Nos,WH_DEL_01,Delhi,No
ITEM118771,Inventory Item 18772,Finished Goods,Medium,Nos,WH_MUM_01,Mumbai,Yes
ITEM118772,Inventory Item 18773,Finished Goods,Medium,Box,WH_CHN_01,Chennai,No
ITEM118773,Inventory Item 18774,Raw Material,High,Nos,WH_BLR_01,Bangalore,Yes
ITEM118774,Inventory Item 18775,Raw Material,Low,Pallet,WH_BLR_01,Bangalore,Yes
ITEM118775,Inventory Item 18776,Finished Goods,High,Pallet,WH_NAG_01,Nagpur,Yes
ITEM118776,Inventory Item 18777,Packaging,High,Nos,WH_MUM_01,Mumbai,No
ITEM118777,Inventory Item 18778,Raw Material,Medium,Pallet,WH_MUM_01,Mumbai,Yes
ITEM118778,Inventory Item 18779,Spare Parts,Medium,Box,WH_NAG_01,Nagpur,Yes
ITEM118779,Inventory Item 18780,Raw Material,Medium,Nos,WH_DEL_01,Delhi,Yes
ITEM118780,Inventory Item 18781,Finished Goods,Medium,Box,WH_PUN_01,Pune,No
ITEM118781,Inventory Item 18782,Finished Goods,Low,Nos,WH_NAG_01,Nagpur,Yes
ITEM118782,Inventory Item 18783,Finished Goods,Low,Kg,WH_CHN_01,Chennai,Yes
ITEM118783,Inventory Item 18784,Packaging,Medium,Nos,WH_DEL_01,Delhi,Yes
ITEM118784,Inventory Item 18785,Spare Parts,High,Kg,WH_BLR_01,Bangalore,Yes
ITEM118785,Inventory Item 18786,Raw Material,Low,Kg,WH_CHN_01,Chennai,Yes
ITEM118786,Inventory Item 18787,Finished Goods,High,Nos,WH_NAG_01,Nagpur,Yes
ITEM118787,Inventory Item 18788,Finished Goods,Medium,Pallet,WH_NAG_01,Nagpur,Yes
ITEM118788,Inventory Item 18789,Consumables,Medium,Box,WH_MUM_01,Mumbai,No
ITEM118789,Inventory Item 18790,Spare Parts,High,Kg,WH_BLR_01,Bangalore,No
ITEM118790,Inventory Item 18791,Raw Material,Medium,Pallet,WH_NAG_01,Nagpur,Yes
ITEM118791,Inventory Item 18792,Raw Material,High,Nos,WH_PUN_01,Pune,Yes
ITEM118792,Inventory Item 18793,Packaging,Low,Nos,WH_MUM_01,Mumbai,Yes
ITEM118793,Inventory Item 18794,Consumables,Low,Box,WH_DEL_01,Delhi,No
ITEM118794,Inventory Item 18795,Raw Material,Medium,Pallet,WH_NAG_01,Nagpur,Yes
ITEM118795,Inventory Item 18796,Raw Material,High,Kg,WH_BLR_01,Bangalore,No
ITEM118796,Inventory Item 18797,Consumables,Medium,Pallet,WH_BLR_01,Bangalore,Yes
ITEM118797,Inventory Item 18798,Consumables,Medium,Box,WH_CHN_01,Chennai,Yes
ITEM118798,Inventory Item 18799,Raw Material,High,Kg,WH_BLR_01,Bangalore,Yes
ITEM118799,Inventory Item 18800,Finished Goods,Low,Kg,WH_DEL_01,Delhi,No
ITEM118800,Inventory Item 18801,Spare Parts,Low,Nos,WH_DEL_01,Delhi,Yes
ITEM118801,Inventory Item 18802,Packaging,Low,Box,WH_MUM_01,Mumbai,Yes
ITEM118802,Inventory Item 18803,Packaging,Low,Box,WH_NAG_01,Nagpur,No
ITEM118803,Inventory Item 18804,Finished Goods,Low,Box,WH_MUM_01,Mumbai,No
ITEM118804,Inventory Item 18805,Finished Goods,Low,Nos,WH_DEL_01,Delhi,No
ITEM118805,Inventory Item 18806,Spare Parts,High,Nos,WH_BLR_01,Bangalore,Yes
ITEM118806,Inventory Item 18807,Raw Material,Low,Pallet,WH_MUM_01,Mumbai,Yes
ITEM118807,Inventory Item 18808,Packaging,High,Nos,WH_DEL_01,Delhi,No
ITEM118808,Inventory Item 18809,Finished Goods,Low,Nos,WH_MUM_01,Mumbai,No
ITEM118809,Inventory Item 18810,Raw Material,Low,Nos,WH_BLR_01,Bangalore,Yes
ITEM118810,Inventory Item 18811,Packaging,High,Box,WH_DEL_01,Delhi,No
ITEM118811,Inventory Item 18812,Packaging,Low,Pallet,WH_DEL_01,Delhi,Yes
ITEM118812,Inventory Item 18813,Finished Goods,Medium,Kg,WH_DEL_01,Delhi,Yes
ITEM118813,Inventory Item 18814,Finished Goods,Medium,Nos,WH_MUM_01,Mumbai,No
ITEM118814,Inventory Item 18815,Consumables,Medium,Nos,WH_NAG_01,Nagpur,Yes
ITEM118815,Inventory Item 18816,Finished Goods,Medium,Kg,WH_PUN_01,Pune,Yes
ITEM118816,Inventory Item 18817,Finished Goods,Low,Box,WH_PUN_01,Pune,Yes
ITEM118817,Inventory Item 18818,Spare Parts,Medium,Box,WH_CHN_01,Chennai,Yes
ITEM118818,Inventory Item 18819,Consumables,High,Box,WH_CHN_01,Chennai,Yes
ITEM118819,Inventory Item 18820,Packaging,Medium,Nos,WH_DEL_01,Delhi,Yes
ITEM118820,Inventory Item 18821,Raw Material,High,Box,WH_MUM_01,Mumbai,No
ITEM118821,Inventory Item 18822,Packaging,Medium,Box,WH_BLR_01,Bangalore,No
ITEM118822,Inventory Item 18823,Raw Material,High,Box,WH_MUM_01,Mumbai,Yes
ITEM118823,Inventory Item 18824,Finished Goods,Medium,Kg,WH_PUN_01,Pune,Yes
ITEM118824,Inventory Item 18825,Finished Goods,High,Box,WH_BLR_01,Bangalore,No
ITEM118825,Inventory Item 18826,Finished Goods,Medium,Box,WH_BLR_01,Bangalore,Yes
ITEM118826,Inventory Item 18827,Consumables,Low,Box,WH_PUN_01,Pune,Yes
ITEM118827,Inventory Item 18828,Packaging,Medium,Nos,WH_PUN_01,Pune,No
ITEM118828,Inventory Item 18829,Raw Material,Low,Nos,WH_NAG_01,Nagpur,Yes
ITEM118829,Inventory Item 18830,Finished Goods,Medium,Nos,WH_NAG_01,Nagpur,No
ITEM118830,Inventory Item 18831,Finished Goods,Medium,Kg,WH_PUN_01,Pune,No
ITEM118831,Inventory Item 18832,Raw Material,Medium,Pallet,WH_DEL_01,Delhi,Yes
ITEM118832,Inventory Item 18833,Raw Material,Medium,Kg,WH_DEL_01,Delhi,Yes
ITEM118833,Inventory Item 18834,Finished Goods,Low,Nos,WH_MUM_01,Mumbai,No
ITEM118834,Inventory Item 18835,Finished Goods,High,Nos,WH_MUM_01,Mumbai,Yes
ITEM118835,Inventory Item 18836,Packaging,Medium,Kg,WH_PUN_01,Pune,Yes
ITEM118836,Inventory Item 18837,Raw Material,Medium,Pallet,WH_NAG_01,Nagpur,Yes
ITEM118837,Inventory Item 18838,Consumables,Medium,Pallet,WH_NAG_01,Nagpur,Yes
ITEM118838,Inventory Item 18839,Raw Material,High,Kg,WH_PUN_01,Pune,Yes
ITEM118839,Inventory Item 18840,Finished Goods,High,Box,WH_BLR_01,Bangalore,Yes
ITEM118840,Inventory Item 18841,Consumables,Medium,Pallet,WH_DEL_01,Delhi,Yes
ITEM118841,Inventory Item 18842,Consumables,Medium,Box,WH_PUN_01,Pune,Yes
ITEM118842,Inventory Item 18843,Spare Parts,Medium,Kg,WH_NAG_01,Nagpur,Yes
ITEM118843,Inventory Item 18844,Finished Goods,Medium,Box,WH_PUN_01,Pune,Yes
ITEM118844,Inventory Item 18845,Finished Goods,Medium,Kg,WH_MUM_01,Mumbai,Yes
ITEM118845,Inventory Item 18846,Consumables,High,Pallet,WH_BLR_01,Bangalore,Yes
ITEM118846,Inventory Item 18847,Packaging,High,Pallet,WH_DEL_01,Delhi,Yes
ITEM118847,Inventory Item 18848,Finished Goods,High,Nos,WH_MUM_01,Mumbai,Yes
ITEM118848,Inventory Item 18849,Raw Material,High,Kg,WH_MUM_01,Mumbai,Yes
ITEM118849,Inventory Item 18850,Spare Parts,Low,Kg,WH_MUM_01,Mumbai,Yes
ITEM118850,Inventory Item 18851,Raw Material,Medium,Box,WH_PUN_01,Pune,Yes
ITEM118851,Inventory Item 18852,Raw Material,Medium,Box,WH_BLR_01,Bangalore,Yes
ITEM118852,Inventory Item 18853,Raw Material,Low,Pallet,WH_PUN_01,Pune,No
ITEM118853,Inventory Item 18854,Finished Goods,Medium,Kg,WH_CHN_01,Chennai,No
ITEM118854,Inventory Item 18855,Raw Material,Medium,Nos,WH_BLR_01,Bangalore,Yes
ITEM118855,Inventory Item 18856,Raw Material,Low,Nos,WH_CHN_01,Chennai,Yes
ITEM118856,Inventory Item 18857,Spare Parts,Medium,Nos,WH_BLR_01,Bangalore,Yes
ITEM118857,Inventory Item 18858,Raw Material,Medium,Pallet,WH_PUN_01,Pune,Yes
ITEM118858,Inventory Item 18859,Raw Material,High,Nos,WH_MUM_01,Mumbai,Yes
ITEM118859,Inventory Item 18860,Finished Goods,Low,Pallet,WH_PUN_01,Pune,No
ITEM118860,Inventory Item 18861,Packaging,Medium,Pallet,WH_PUN_01,Pune,Yes
ITEM118861,Inventory Item 18862,Packaging,Medium,Nos,WH_DEL_01,Delhi,Yes
ITEM118862,Inventory Item 18863,Packaging,Medium,Pallet,WH_NAG_01,Nagpur,Yes
ITEM118863,Inventory Item 18864,Finished Goods,Low,Kg,WH_BLR_01,Bangalore,Yes
ITEM118864,Inventory Item 18865,Finished Goods,High,Pallet,WH_PUN_01,Pune,Yes
ITEM118865,Inventory Item 18866,Finished Goods,High,Box,WH_PUN_01,Pune,Yes
ITEM118866,Inventory Item 18867,Consumables,Medium,Nos,WH_CHN_01,Chennai,Yes
ITEM118867,Inventory Item 18868,Raw Material,Medium,Kg,WH_NAG_01,Nagpur,Yes
ITEM118868,Inventory Item 18869,Finished Goods,Medium,Kg,WH_BLR_01,Bangalore,Yes
ITEM118869,Inventory Item 18870,Consumables,Medium,Kg,WH_NAG_01,Nagpur,No
ITEM118870,Inventory Item 18871,Finished Goods,Medium,Box,WH_CHN_01,Chennai,Yes
ITEM118871,Inventory Item 18872,Packaging,Medium,Pallet,WH_MUM_01,Mumbai,Yes
ITEM118872,Inventory Item 18873,Finished Goods,Medium,Box,WH_MUM_01,Mumbai,Yes
ITEM118873,Inventory Item 18874,Finished Goods,High,Box,WH_BLR_01,Bangalore,No
ITEM118874,Inventory Item 18875,Finished Goods,High,Kg,WH_BLR_01,Bangalore,Yes
ITEM118875,Inventory Item 18876,Packaging,Medium,Kg,WH_CHN_01,Chennai,No
ITEM118876,Inventory Item 18877,Finished Goods,High,Nos,WH_NAG_01,Nagpur,Yes
ITEM118877,Inventory Item 18878,Raw Material,Medium,Pallet,WH_NAG_01,Nagpur,Yes
ITEM118878,Inventory Item 18879,Packaging,Low,Pallet,WH_CHN_01,Chennai,Yes
ITEM118879,Inventory Item 18880,Consumables,High,Kg,WH_MUM_01,Mumbai,Yes
ITEM118880,Inventory Item 18881,Packaging,Medium,Kg,WH_CHN_01,Chennai,Yes
ITEM118881,Inventory Item 18882,Consumables,Medium,Kg,WH_CHN_01,Chennai,Yes
ITEM118882,Inventory Item 18883,Consumables,Low,Box,WH_PUN_01,Pune,Yes
ITEM118883,Inventory Item 18884,Consumables,High,Nos,WH_DEL_01,Delhi,No
ITEM118884,Inventory Item 18885,Packaging,Low,Kg,WH_DEL_01,Delhi,Yes
ITEM118885,Inventory Item 18886,Packaging,Low,Nos,WH_PUN_01,Pune,No
ITEM118886,Inventory Item 18887,Raw Material,Medium,Box,WH_DEL_01,Delhi,Yes
ITEM118887,Inventory Item 18888,Finished Goods,Medium,Nos,WH_PUN_01,Pune,Yes
ITEM118888,Inventory Item 18889,Spare Parts,Low,Kg,WH_BLR_01,Bangalore,Yes
ITEM118889,Inventory Item 18890,Finished Goods,Medium,Box,WH_PUN_01,Pune,Yes
ITEM118890,Inventory Item 18891,Spare Parts,Low,Box,WH_MUM_01,Mumbai,Yes
ITEM118891,Inventory Item 18892,Finished Goods,Medium,Pallet,WH_CHN_01,Chennai,Yes
ITEM118892,Inventory Item 18893,Packaging,Medium,Box,WH_CHN_01,Chennai,Yes
ITEM118893,Inventory Item 18894,Packaging,Medium,Pallet,WH_NAG_01,Nagpur,Yes
ITEM118894,Inventory Item 18895,Raw Material,High,Pallet,WH_BLR_01,Bangalore,Yes
ITEM118895,Inventory Item 18896,Finished Goods,High,Nos,WH_CHN_01,Chennai,No
ITEM118896,Inventory Item 18897,Raw Material,High,Nos,WH_BLR_01,Bangalore,Yes
ITEM118897,Inventory Item 18898,Finished Goods,Medium,Kg,WH_MUM_01,Mumbai,Yes
ITEM118898,Inventory Item 18899,Raw Material,Low,Nos,WH_PUN_01,Pune,No
ITEM118899,Inventory Item 18900,Finished Goods,Medium,Pallet,WH_DEL_01,Delhi,Yes
ITEM118900,Inventory Item 18901,Spare Parts,Medium,Pallet,WH_MUM_01,Mumbai,Yes
ITEM118901,Inventory Item 18902,Consumables,Medium,Pallet,WH_PUN_01,Pune,Yes
ITEM118902,Inventory Item 18903,Finished Goods,Medium,Pallet,WH_BLR_01,Bangalore,Yes
ITEM118903,Inventory Item 18904,Consumables,Low,Kg,WH_CHN_01,Chennai,No
ITEM118904,Inventory Item 18905,Consumables,Medium,Pallet,WH_MUM_01,Mumbai,No
ITEM118905,Inventory Item 18906,Finished Goods,High,Box,WH_PUN_01,Pune,Yes
ITEM118906,Inventory Item 18907,Finished Goods,Medium,Box,WH_DEL_01,Delhi,Yes
ITEM118907,Inventory Item 18908,Raw Material,Medium,Box,WH_BLR_01,Bangalore,Yes
ITEM118908,Inventory Item 18909,Spare Parts,Medium,Kg,WH_PUN_01,Pune,Yes
ITEM118909,Inventory Item 18910,Finished Goods,High,Box,WH_NAG_01,Nagpur,Yes
ITEM118910,Inventory Item 18911,Consumables,Medium,Pallet,WH_CHN_01,Chennai,Yes
ITEM118911,Inventory Item 18912,Raw Material,Medium,Pallet,WH_PUN_01,Pune,No
ITEM118912,Inventory Item 18913,Spare Parts,Medium,Pallet,WH_BLR_01,Bangalore,Yes
ITEM118913,Inventory Item 18914,Spare Parts,Medium,Nos,WH_DEL_01,Delhi,Yes
ITEM118914,Inventory Item 18915,Finished Goods,Medium,Box,WH_CHN_01,Chennai,Yes
ITEM118915,Inventory Item 18916,Spare Parts,High,Pallet,WH_CHN_01,Chennai,No
ITEM118916,Inventory Item 18917,Finished Goods,High,Nos,WH_PUN_01,Pune,Yes
ITEM118917,Inventory Item 18918,Packaging,Medium,Nos,WH_NAG_01,Nagpur,Yes
ITEM118918,Inventory Item 18919,Finished Goods,High,Nos,WH_NAG_01,Nagpur,No
ITEM118919,Inventory Item 18920,Raw Material,Medium,Box,WH_PUN_01,Pune,Yes
ITEM118920,Inventory Item 18921,Consumables,Medium,Box,WH_BLR_01,Bangalore,Yes
ITEM118921,Inventory Item 18922,Packaging,High,Kg,WH_DEL_01,Delhi,Yes
ITEM118922,Inventory Item 18923,Consumables,Medium,Nos,WH_NAG_01,Nagpur,Yes
ITEM118923,Inventory Item 18924,Finished Goods,Low,Nos,WH_NAG_01,Nagpur,Yes
ITEM118924,Inventory Item 18925,Packaging,High,Kg,WH_CHN_01,Chennai,Yes
ITEM118925,Inventory Item 18926,Finished Goods,Medium,Box,WH_MUM_01,Mumbai,Yes
ITEM118926,Inventory Item 18927,Consumables,Medium,Kg,WH_NAG_01,Nagpur,Yes
ITEM118927,Inventory Item 18928,Raw Material,Low,Kg,WH_DEL_01,Delhi,Yes
ITEM118928,Inventory Item 18929,Packaging,Medium,Pallet,WH_DEL_01,Delhi,Yes
ITEM118929,Inventory Item 18930,Packaging,High,Kg,WH_MUM_01,Mumbai,Yes
ITEM118930,Inventory Item 18931,Finished Goods,Medium,Pallet,WH_PUN_01,Pune,No
ITEM118931,Inventory Item 18932,Finished Goods,Low,Kg,WH_PUN_01,Pune,Yes
ITEM118932,Inventory Item 18933,Spare Parts,Low,Kg,WH_DEL_01,Delhi,No
ITEM118933,Inventory Item 18934,Spare Parts,Medium,Pallet,WH_BLR_01,Bangalore,Yes
ITEM118934,Inventory Item 18935,Spare Parts,Medium,Nos,WH_MUM_01,Mumbai,Yes
ITEM118935,Inventory Item 18936,Spare Parts,Medium,Pallet,WH_BLR_01,Bangalore,Yes
ITEM118936,Inventory Item 18937,Finished Goods,Medium,Nos,WH_CHN_01,Chennai,Yes
ITEM118937,Inventory Item 18938,Packaging,High,Pallet,WH_PUN_01,Pune,No
ITEM118938,Inventory Item 18939,Raw Material,High,Box,WH_CHN_01,Chennai,Yes
ITEM118939,Inventory Item 18940,Finished Goods,Low,Nos,WH_BLR_01,Bangalore,No
ITEM118940,Inventory Item 18941,Finished Goods,High,Box,WH_BLR_01,Bangalore,Yes
ITEM118941,Inventory Item 18942,Finished Goods,High,Nos,WH_PUN_01,Pune,No
ITEM118942,Inventory Item 18943,Consumables,Low,Kg,WH_BLR_01,Bangalore,Yes
ITEM118943,Inventory Item 18944,Packaging,Low,Box,WH_DEL_01,Delhi,Yes
ITEM118944,Inventory Item 18945,Raw Material,Low,Nos,WH_DEL_01,Delhi,No
ITEM118945,Inventory Item 18946,Consumables,Medium,Kg,WH_DEL_01,Delhi,Yes
ITEM118946,Inventory Item 18947,Finished Goods,High,Pallet,WH_BLR_01,Bangalore,Yes
ITEM118947,Inventory Item 18948,Packaging,Medium,Kg,WH_MUM_01,Mumbai,Yes
ITEM118948,Inventory Item 18949,Finished Goods,Low,Box,WH_MUM_01,Mumbai,Yes
ITEM118949,Inventory Item 18950,Raw Material,Medium,Box,WH_PUN_01,Pune,Yes
ITEM118950,Inventory Item 18951,Finished Goods,High,Pallet,WH_CHN_01,Chennai,Yes
ITEM118951,Inventory Item 18952,Packaging,Medium,Nos,WH_CHN_01,Chennai,Yes
ITEM118952,Inventory Item 18953,Finished Goods,High,Box,WH_NAG_01,Nagpur,No
ITEM118953,Inventory Item 18954,Consumables,Medium,Nos,WH_MUM_01,Mumbai,No
ITEM118954,Inventory Item 18955,Finished Goods,Low,Nos,WH_PUN_01,Pune,Yes
ITEM118955,Inventory Item 18956,Packaging,Low,Nos,WH_BLR_01,Bangalore,Yes
ITEM118956,Inventory Item 18957,Packaging,High,Kg,WH_MUM_01,Mumbai,No
ITEM118957,Inventory Item 18958,Raw Material,High,Nos,WH_CHN_01,Chennai,Yes
ITEM118958,Inventory Item 18959,Finished Goods,Low,Pallet,WH_MUM_01,Mumbai,No
ITEM118959,Inventory Item 18960,Raw Material,Medium,Box,WH_NAG_01,Nagpur,Yes
ITEM118960,Inventory Item 18961,Raw Material,Low,Kg,WH_BLR_01,Bangalore,No
ITEM118961,Inventory Item 18962,Finished Goods,High,Box,WH_DEL_01,Delhi,Yes
ITEM118962,Inventory Item 18963,Spare Parts,High,Box,WH_CHN_01,Chennai,Yes
ITEM118963,Inventory Item 18964,Finished Goods,Medium,Box,WH_BLR_01,Bangalore,Yes
ITEM118964,Inventory Item 18965,Consumables,Medium,Box,WH_NAG_01,Nagpur,Yes
ITEM118965,Inventory Item 18966,Spare Parts,Medium,Kg,WH_CHN_01,Chennai,Yes
ITEM118966,Inventory Item 18967,Consumables,Medium,Kg,WH_PUN_01,Pune,Yes
ITEM118967,Inventory Item 18968,Packaging,Medium,Box,WH_MUM_01,Mumbai,No
ITEM118968,Inventory Item 18969,Raw Material,High,Kg,WH_NAG_01,Nagpur,No
ITEM118969,Inventory Item 18970,Finished Goods,High,Box,WH_NAG_01,Nagpur,Yes
ITEM118970,Inventory Item 18971,Finished Goods,High,Pallet,WH_DEL_01,Delhi,Yes
ITEM118971,Inventory Item 18972,Packaging,Medium,Box,WH_CHN_01,Chennai,No
ITEM118972,Inventory Item 18973,Spare Parts,Medium,Pallet,WH_PUN_01,Pune,No
ITEM118973,Inventory Item 18974,Finished Goods,Medium,Kg,WH_CHN_01,Chennai,Yes
ITEM118974,Inventory Item 18975,Packaging,High,Box,WH_BLR_01,Bangalore,Yes
ITEM118975,Inventory Item 18976,Raw Material,High,Box,WH_CHN_01,Chennai,Yes
ITEM118976,Inventory Item 18977,Finished Goods,High,Pallet,WH_PUN_01,Pune,No
ITEM118977,Inventory Item 18978,Raw Material,Low,Kg,WH_BLR_01,Bangalore,Yes
ITEM118978,Inventory Item 18979,Raw Material,High,Nos,WH_BLR_01,Bangalore,Yes
ITEM118979,Inventory Item 18980,Raw Material,High,Kg,WH_CHN_01,Chennai,Yes
ITEM118980,Inventory Item 18981,Finished Goods,High,Pallet,WH_PUN_01,Pune,Yes
ITEM118981,Inventory Item 18982,Consumables,Low,Nos,WH_PUN_01,Pune,Yes
ITEM118982,Inventory Item 18983,Finished Goods,Low,Pallet,WH_PUN_01,Pune,Yes
ITEM118983,Inventory Item 18984,Packaging,High,Kg,WH_NAG_01,Nagpur,Yes
ITEM118984,Inventory Item 18985,Finished Goods,Medium,Kg,WH_CHN_01,Chennai,Yes
ITEM118985,Inventory Item 18986,Finished Goods,Low,Nos,WH_MUM_01,Mumbai,Yes
ITEM118986,Inventory Item 18987,Finished Goods,High,Box,WH_BLR_01,Bangalore,No
ITEM118987,Inventory Item 18988,Finished Goods,High,Box,WH_NAG_01,Nagpur,No
ITEM118988,Inventory Item 18989,Consumables,High,Pallet,WH_PUN_01,Pune,Yes
ITEM118989,Inventory Item 18990,Spare Parts,Medium,Kg,WH_NAG_01,Nagpur,No
ITEM118990,Inventory Item 18991,Consumables,Medium,Kg,WH_NAG_01,Nagpur,Yes
ITEM118991,Inventory Item 18992,Raw Material,Low,Pallet,WH_CHN_01,Chennai,No
ITEM118992,Inventory Item 18993,Finished Goods,High,Kg,WH_CHN_01,Chennai,No
ITEM118993,Inventory Item 18994,Raw Material,Medium,Box,WH_BLR_01,Bangalore,Yes
